seed,agent_a,agent_b,turns,placement_a,placement_b,score_a,turns_survived_a,turns_survived_b,final_length_a,final_length_b
36,Heuristic,MCTS-RAVE,200,1,2,1.0,200,200,29,22
37,Heuristic,MCTS-RAVE,22,1,2,1.0,22,22,6,3
38,Heuristic,MCTS-RAVE,151,2,1,0.0,151,151,20,23
39,Heuristic,MCTS-RAVE,168,1,2,1.0,168,168,22,22
0,Heuristic,MCTS-UCB1Tuned,200,2,1,0.0,200,200,15,23
1,Heuristic,MCTS-UCB1Tuned,200,1,2,1.0,200,200,19,19
2,Heuristic,MCTS-UCB1Tuned,200,1,2,1.0,200,200,28,24
3,Heuristic,MCTS-UCB1Tuned,200,1,2,1.0,200,200,32,20
4,Heuristic,MCTS-UCB1Tuned,200,1,2,1.0,200,200,27,24
5,Heuristic,MCTS-UCB1Tuned,200,2,1,0.0,200,200,21,23
6,Heuristic,MCTS-UCB1Tuned,200,2,1,0.0,200,200,24,28
7,Heuristic,MCTS-UCB1Tuned,200,2,1,0.0,200,200,23,28
8,Heuristic,MCTS-UCB1Tuned,200,1,2,1.0,200,200,27,24
9,Heuristic,MCTS-UCB1Tuned,51,1,2,1.0,51,51,10,7
10,Heuristic,MCTS-UCB1Tuned,200,1,2,1.0,200,200,25,25
11,Heuristic,MCTS-UCB1Tuned,164,2,1,0.0,164,164,26,26
12,Heuristic,MCTS-UCB1Tuned,200,2,1,0.0,200,200,24,29
13,Heuristic,MCTS-UCB1Tuned,187,2,1,0.0,187,187,21,24
14,Heuristic,MCTS-UCB1Tuned,27,1,2,1.0,27,27,7,5
15,Heuristic,MCTS-UCB1Tuned,190,2,1,0.0,190,190,25,28
16,Heuristic,MCTS-UCB1Tuned,8,1,2,1.0,8,8,4,3
17,Heuristic,MCTS-UCB1Tuned,200,1,2,1.0,200,200,33,25
18,Heuristic,MCTS-UCB1Tuned,200,1,2,1.0,200,200,24,23
19,Heuristic,MCTS-UCB1Tuned,200,2,1,0.0,200,200,22,28
20,Heuristic,MCTS-UCB1Tuned,200,2,1,0.0,200,200,24,26
21,Heuristic,MCTS-UCB1Tuned,152,1,2,1.0,152,152,18,25
22,Heuristic,MCTS-UCB1Tuned,178,1,2,1.0,178,178,25,19
23,Heuristic,MCTS-UCB1Tuned,200,1,2,1.0,200,200,32,21
24,Heuristic,MCTS-UCB1Tuned,200,2,1,0.0,200,200,23,32
25,Heuristic,MCTS-UCB1Tuned,200,2,1,0.0,200,200,25,27
26,Heuristic,MCTS-UCB1Tuned,200,1,2,1.0,200,200,27,26
27,Heuristic,MCTS-UCB1Tuned,200,1,2,1.0,200,200,34,28
28,Heuristic,MCTS-UCB1Tuned,200,2,1,0.0,200,200,25,27
29,Heuristic,MCTS-UCB1Tuned,200,1,2,1.0,200,200,37,21
30,Heuristic,MCTS-UCB1Tuned,200,1,2,1.0,200,200,22,19
31,Heuristic,MCTS-UCB1Tuned,86,1,2,1.0,86,86,10,15
32,Heuristic,MCTS-UCB1Tuned,117,1,2,1.0,117,117,17,18
33,Heuristic,MCTS-UCB1Tuned,200,2,1,0.0,200,200,22,24
34,Heuristic,MCTS-UCB1Tuned,200,2,1,0.0,200,200,14,23
35,Heuristic,MCTS-UCB1Tuned,200,1,2,1.0,200,200,26,23
36,Heuristic,MCTS-UCB1Tuned,200,1,2,1.0,200,200,27,27
37,Heuristic,MCTS-UCB1Tuned,200,1,2,1.0,200,200,28,25
38,Heuristic,MCTS-UCB1Tuned,113,2,1,0.0,113,113,18,18
39,Heuristic,MCTS-UCB1Tuned,118,2,1,0.0,118,118,12,17
